Date,State,TotalSamples,Negative,Positive,total_positive
23-08-2020,Bihar,2432497,,,177365
24-08-2020,Bihar,2494712,,,177365
25-08-2020,Bihar,2570097,,,177365
26-08-2020,Bihar,2672687,,,177365
27-08-2020,Bihar,2777160,,,177365
28-08-2020,Bihar,2882926,,,177365
29-08-2020,Bihar,2989407,,,177365
30-08-2020,Bihar,3097137,,,177365
31-08-2020,Bihar,3187161,,,177365
01-09-2020,Bihar,3302720,,,177365
02-09-2020,Bihar,3430124,,,177365
03-09-2020,Bihar,3571055,,,177365
04-09-2020,Bihar,3721250,,,177365
05-09-2020,Bihar,3871733,,,177365
06-09-2020,Bihar,4022766,,,177365
07-09-2020,Bihar,4175922,,,177365
08-09-2020,Bihar,4328593,,,177365
09-09-2020,Bihar,4450714,,,177365
10-09-2020,Bihar,4562913,,,177365
11-09-2020,Bihar,4667987,,,177365
12-09-2020,Bihar,4773917,,,177365
13-09-2020,Bihar,4884417,,,177365
14-09-2020,Bihar,4986747,,,177365
15-09-2020,Bihar,5094239,,,177365
16-09-2020,Bihar,5202209,,,177365
17-09-2020,Bihar,5307337,,,177365
18-09-2020,Bihar,5399493,,,177365
19-09-2020,Bihar,5523825,,,177365
20-09-2020,Bihar,5700336,,,177365
21-09-2020,Bihar,5873939,,,177365
22-09-2020,Bihar,6068027,,,177365
23-09-2020,Bihar,6243612,,,177365
24-09-2020,Bihar,6414658,,,177365
25-09-2020,Bihar,6579427,,,177365
26-09-2020,Bihar,6730100,,,177365
27-09-2020,Bihar,6869768,,,177365
28-09-2020,Bihar,6990232,,,177365
29-09-2020,Bihar,7134767,,,177365
30-09-2020,Bihar,7266150,,,177365
01-10-2020,Bihar,7386521,,,177365
02-10-2020,Bihar,7506649,,,177365
03-10-2020,Bihar,7593645,,,177365
04-10-2020,Bihar,7701839,,,177365
05-10-2020,Bihar,7789608,,,177365
06-10-2020,Bihar,7893739,,,177365
07-10-2020,Bihar,7995594,,,177365
08-10-2020,Bihar,8100131,,,177365
09-10-2020,Bihar,8199627,,,177365
10-10-2020,Bihar,8306444,,,177365
11-10-2020,Bihar,8403189,,,177365
12-10-2020,Bihar,8478692,,,177365
13-10-2020,Bihar,8572837,,,177365
14-10-2020,Bihar,8669522,,,177365
15-10-2020,Bihar,8777607,,,177365
16-10-2020,Bihar,8894758,,,177365
17-10-2020,Bihar,9015471,,,177365
18-10-2020,Bihar,9134927,,,177365
19-10-2020,Bihar,9248652,,,177365
20-10-2020,Bihar,9389946,,,177365
21-10-2020,Bihar,9531168,,,177365
22-10-2020,Bihar,9676330,,,177365
23-10-2020,Bihar,9818199,,,177365
24-10-2020,Bihar,9960104,,,177365
25-10-2020,Bihar,10099322,,,177365
26-10-2020,Bihar,10223823,,,177365
27-10-2020,Bihar,10358361,,,177365
28-10-2020,Bihar,10498813,,,177365
29-10-2020,Bihar,10630170,,,177365
30-10-2020,Bihar,10776083,,,177365
31-10-2020,Bihar,10923023,,,177365
01-11-2020,Bihar,11066634,,,177365
02-11-2020,Bihar,11192201,,,177365
03-11-2020,Bihar,11335843,,,177365
04-11-2020,Bihar,11462665,,,177365
05-11-2020,Bihar,11601204,,,177365
06-11-2020,Bihar,11738124,,,177365
07-11-2020,Bihar,11867267,,,177365
08-11-2020,Bihar,11989797,,,177365
09-11-2020,Bihar,12105731,,,177365
10-11-2020,Bihar,12244081,,,177365
11-11-2020,Bihar,12374768,,,177365
12-11-2020,Bihar,12510088,,,177365
13-11-2020,Bihar,12645695,,,177365
14-11-2020,Bihar,12772706,,,177365
15-11-2020,Bihar,12869405,,,177365
16-11-2020,Bihar,12977501,,,177365
17-11-2020,Bihar,13103152,,,177365
18-11-2020,Bihar,13232081,,,177365
19-11-2020,Bihar,13349790,,,177365
20-11-2020,Bihar,13458368,,,177365
21-11-2020,Bihar,13543542,,,177365
22-11-2020,Bihar,13637477,,,177365
23-11-2020,Bihar,13743532,,,177365
24-11-2020,Bihar,13871236,,,177365
25-11-2020,Bihar,14002979,,,177365
26-11-2020,Bihar,14138915,,,177365
27-11-2020,Bihar,14275274,,,177365
28-11-2020,Bihar,14412044,,,177365
29-11-2020,Bihar,14547988,,,177365
30-11-2020,Bihar,14664431,,,177365
01-12-2020,Bihar,14794415,,,177365
02-12-2020,Bihar,14921021,,,177365
03-12-2020,Bihar,15047551,,,177365
04-12-2020,Bihar,15174056,,,177365
05-12-2020,Bihar,15302698,,,177365
06-12-2020,Bihar,15428602,,,177365
07-12-2020,Bihar,15539015,,,177365
08-12-2020,Bihar,15664718,,,177365
09-12-2020,Bihar,15782581,,,177365
10-12-2020,Bihar,15908787,,,177365
11-12-2020,Bihar,16033415,,,177365
12-12-2020,Bihar,16154121,,,177365
13-12-2020,Bihar,16274624,,,177365
14-12-2020,Bihar,16383883,,,177365
15-12-2020,Bihar,16507066,,,177365
16-12-2020,Bihar,16629179,,,177365
17-12-2020,Bihar,16751770,,,177365
18-12-2020,Bihar,16874214,,,177365
19-12-2020,Bihar,16995748,,,177365
20-12-2020,Bihar,17114663,,,177365
21-12-2020,Bihar,17217553,,,177365
22-12-2020,Bihar,17336868,,,177365
23-12-2020,Bihar,17453751,,,177365
24-12-2020,Bihar,17571979,,,177365
25-12-2020,Bihar,17685756,,,177365
26-12-2020,Bihar,17787811,,,177365
27-12-2020,Bihar,17902025,,,177365
28-12-2020,Bihar,17999839,,,177365
29-12-2020,Bihar,18114647,,,177365
30-12-2020,Bihar,18227119,,,177365
31-12-2020,Bihar,18336722,,,177365
01-01-2021,Bihar,18442165,,,177365
02-01-2021,Bihar,18526245,,,177365
03-01-2021,Bihar,18620805,,,177365
04-01-2021,Bihar,18702664,,,177365
05-01-2021,Bihar,18797683,,,177365
06-01-2021,Bihar,18892926,,,177365
07-01-2021,Bihar,18991011,,,177365
08-01-2021,Bihar,19082418,,,177365
09-01-2021,Bihar,19180737,,,177365
10-01-2021,Bihar,19281224,,,177365
11-01-2021,Bihar,19361524,,,177365
12-01-2021,Bihar,19456871,,,177365
13-01-2021,Bihar,19552000,,,177365
14-01-2021,Bihar,19646625,,,177365
15-01-2021,Bihar,19731328,,,177365
16-01-2021,Bihar,19818150,,,177365
17-01-2021,Bihar,19901779,,,177365
18-01-2021,Bihar,19975038,,,177365
19-01-2021,Bihar,20063688,,,177365
20-01-2021,Bihar,20151380,,,177365
21-01-2021,Bihar,20237577,,,177365
22-01-2021,Bihar,20324919,,,177365
23-01-2021,Bihar,20408181,,,177365
24-01-2021,Bihar,20491088,,,177365
25-01-2021,Bihar,20560357,,,177365
26-01-2021,Bihar,20701517,,,177365
27-01-2021,Bihar,20770786,,,177365
28-01-2021,Bihar,20782818,,,177365
29-01-2021,Bihar,20864841,,,177365
30-01-2021,Bihar,20946382,,,177365
31-01-2021,Bihar,21021650,,,177365
01-02-2021,Bihar,21086973,,,177365
02-02-2021,Bihar,21160236,,,177365
03-02-2021,Bihar,21235979,,,177365
04-02-2021,Bihar,21309467,,,177365
05-02-2021,Bihar,21383874,,,177365
06-02-2021,Bihar,21458338,,,177365
07-02-2021,Bihar,21530827,,,177365
08-02-2021,Bihar,21591296,,,177365
09-02-2021,Bihar,21664852,,,177365
10-02-2021,Bihar,21741730,,,177365
11-02-2021,Bihar,21812681,,,177365
12-02-2021,Bihar,21877920,,,177365
13-02-2021,Bihar,21940459,,,177365
14-02-2021,Bihar,21987741,,,177365
15-02-2021,Bihar,22018681,,,177365
16-02-2021,Bihar,22055937,,,177365
17-02-2021,Bihar,22086083,,,177365
18-02-2021,Bihar,22121258,,,177365
19-02-2021,Bihar,22155721,,,177365
20-02-2021,Bihar,22187704,,,177365
21-02-2021,Bihar,22219581,,,177365
22-02-2021,Bihar,22241341,,,177365
23-02-2021,Bihar,22274557,,,177365
24-02-2021,Bihar,22306633,,,177365
25-02-2021,Bihar,22339594,,,177365
26-02-2021,Bihar,22371889,,,177365
27-02-2021,Bihar,22403554,,,177365
28-02-2021,Bihar,22434044,,,177365
01-03-2021,Bihar,22456253,,,177365
02-03-2021,Bihar,22491500,,,177365
03-03-2021,Bihar,22525216,,,177365
04-03-2021,Bihar,22559016,,,177365
05-03-2021,Bihar,22594432,,,177365
06-03-2021,Bihar,22623383,,,177365
07-03-2021,Bihar,22647925,,,177365
08-03-2021,Bihar,22662545,,,177365
09-03-2021,Bihar,22681679,,,177365
10-03-2021,Bihar,22706935,,,177365
11-03-2021,Bihar,22730162,,,177365
12-03-2021,Bihar,22752418,,,177365
13-03-2021,Bihar,22785366,,,177365
14-03-2021,Bihar,22825493,,,177365
15-03-2021,Bihar,22858540,,,177365
16-03-2021,Bihar,22899132,,,177365
17-03-2021,Bihar,22943812,,,177365
18-03-2021,Bihar,23002888,,,177365
19-03-2021,Bihar,23058747,,,177365
20-03-2021,Bihar,23114123,,,177365
21-03-2021,Bihar,23167654,,,177365
22-03-2021,Bihar,23211498,,,177365
23-03-2021,Bihar,23266156,,,177365
24-03-2021,Bihar,23322388,,,177365
25-03-2021,Bihar,23375172,,,177365
26-03-2021,Bihar,23426834,,,177365
27-03-2021,Bihar,23485865,,,177365
28-03-2021,Bihar,23550969,,,177365
29-03-2021,Bihar,23621031,,,177365
30-03-2021,Bihar,23650955,,,177365
31-03-2021,Bihar,23701470,,,177365
01-04-2021,Bihar,23761732,,,177365
02-04-2021,Bihar,23825578,,,177365
03-04-2021,Bihar,23889560,,,177365
04-04-2021,Bihar,23956593,,,177365
05-04-2021,Bihar,24029011,,,177365
06-04-2021,Bihar,24110325,,,177365
07-04-2021,Bihar,24195375,,,177365
08-04-2021,Bihar,24285079,,,177365
09-04-2021,Bihar,24375830,,,177365
10-04-2021,Bihar,24470942,,,177365
11-04-2021,Bihar,24569965,,,177365
12-04-2021,Bihar,24649983,,,177365
13-04-2021,Bihar,24743506,,,177365
14-04-2021,Bihar,24843640,,,177365
15-04-2021,Bihar,24944876,,,177365
16-04-2021,Bihar,25045280,,,177365
17-04-2021,Bihar,25145835,,,177365
18-04-2021,Bihar,25246439,,,177365
19-04-2021,Bihar,25329800,,,177365
20-04-2021,Bihar,25435956,,,177365
21-04-2021,Bihar,25541936,,,177365
22-04-2021,Bihar,25642999,,,177365
23-04-2021,Bihar,25751146,,,177365
24-04-2021,Bihar,25852574,,,177365
25-04-2021,Bihar,25953065,,,177365
26-04-2021,Bihar,26033526,,,177365
27-04-2021,Bihar,26133854,,,177365
28-04-2021,Bihar,26237749,,,177365
29-04-2021,Bihar,26335721,,,177365
30-04-2021,Bihar,26433890,,,177365
01-05-2021,Bihar,26529576,,,177365
02-05-2021,Bihar,26618969,,,177365
03-05-2021,Bihar,26691627,,,177365
04-05-2021,Bihar,26786518,,,177365
05-05-2021,Bihar,26881766,,,177365
06-05-2021,Bihar,26986790,,,177365
07-05-2021,Bihar,27093943,,,177365
08-05-2021,Bihar,27201953,,,177365
09-05-2021,Bihar,27311143,,,177365
10-05-2021,Bihar,27411255,,,177365
11-05-2021,Bihar,27521326,,,177365
12-05-2021,Bihar,27633066,,,177365
13-05-2021,Bihar,27730730,,,177365
14-05-2021,Bihar,27839046,,,177365
15-05-2021,Bihar,27949218,,,177365
16-05-2021,Bihar,28069489,,,177365
17-05-2021,Bihar,28194831,,,177365
18-05-2021,Bihar,28329961,,,177365
19-05-2021,Bihar,28470063,,,177365
20-05-2021,Bihar,28610133,,,177365
21-05-2021,Bihar,28735144,,,177365
22-05-2021,Bihar,28875658,,,177365
23-05-2021,Bihar,29008248,,,177365
24-05-2021,Bihar,29136281,,,177365
25-05-2021,Bihar,29280386,,,177365
26-05-2021,Bihar,29412302,,,177365
27-05-2021,Bihar,29534428,,,177365
28-05-2021,Bihar,29626601,,,177365
29-05-2021,Bihar,29709069,,,177365
30-05-2021,Bihar,29809563,,,177365
31-05-2021,Bihar,29910596,,,177365
01-06-2021,Bihar,30018943,,,177365
02-06-2021,Bihar,30128262,,,177365
03-06-2021,Bihar,30236914,,,177365
04-06-2021,Bihar,30350360,,,177365
05-06-2021,Bihar,30464240,,,177365
06-06-2021,Bihar,30573173,,,177365
07-06-2021,Bihar,30673286,,,177365
08-06-2021,Bihar,30776332,,,177365
09-06-2021,Bihar,30876528,,,177365
10-06-2021,Bihar,30983011,,,177365
11-06-2021,Bihar,31093130,,,177365
12-06-2021,Bihar,31213153,,,177365
13-06-2021,Bihar,31323190,,,177365
14-06-2021,Bihar,31429415,,,177365
15-06-2021,Bihar,31544695,,,177365
16-06-2021,Bihar,31656514,,,177365
17-06-2021,Bihar,31770039,,,177365
18-06-2021,Bihar,31880647,,,177365
19-06-2021,Bihar,31990597,,,177365
20-06-2021,Bihar,32097259,,,177365
21-06-2021,Bihar,32183413,,,177365
22-06-2021,Bihar,32290057,,,177365
23-06-2021,Bihar,32396709,,,177365
24-06-2021,Bihar,32503876,,,177365
25-06-2021,Bihar,32612574,,,177365
26-06-2021,Bihar,32715648,,,177365
27-06-2021,Bihar,32815669,,,177365
28-06-2021,Bihar,32900668,,,177365
29-06-2021,Bihar,33001019,,,177365
30-06-2021,Bihar,33206104,,,177365
01-07-2021,Bihar,33334290,,,177365
02-07-2021,Bihar,33456334,,,177365
03-07-2021,Bihar,33567148,,,177365
04-07-2021,Bihar,33676783,,,177365
05-07-2021,Bihar,33768662,,,177365
06-07-2021,Bihar,33875754,,,177365
02-04-2020,Chandigarh,124,98,18,18
08-04-2020,Chandigarh,184,162,18,36
10-04-2020,Chandigarh,223,199,19,37
11-04-2020,Chandigarh,264,223,19,38
12-04-2020,Chandigarh,279,247,21,40
13-04-2020,Chandigarh,296,263,21,42
14-04-2020,Chandigarh,309,285,21,42
15-04-2020,Chandigarh,317,293,21,42
16-04-2020,Chandigarh,337,315,21,42
17-04-2020,Chandigarh,358,335,21,42
18-04-2020,Chandigarh,381,348,23,44
19-04-2020,Chandigarh,430,388,26,49
20-04-2020,Chandigarh,453,417,26,52
21-04-2020,Chandigarh,497,445,27,53
22-04-2020,Chandigarh,529,492,27,54
23-04-2020,Chandigarh,599,557,27,54
24-04-2020,Chandigarh,638,603,27,54
25-04-2020,Chandigarh,734,668,28,55
26-04-2020,Chandigarh,756,677,30,58
27-04-2020,Chandigarh,843,777,40,70
28-04-2020,Chandigarh,924,857,56,96
29-04-2020,Chandigarh,1012,922,67,123
30-04-2020,Chandigarh,1147,1022,74,141
01-05-2020,Chandigarh,1252,1131,88,162
02-05-2020,Chandigarh,1462,1339,94,182
03-05-2020,Chandigarh,1616,1491,97,191
04-05-2020,Chandigarh,1678,1545,102,199
05-05-2020,Chandigarh,1713,1576,115,217
06-05-2020,Chandigarh,1785,1641,120,235
07-05-2020,Chandigarh,1845,1698,129,249
08-05-2020,Chandigarh,1913,1748,146,275
09-05-2020,Chandigarh,2055,1871,169,315
10-05-2020,Chandigarh,2142,1947,173,342
11-05-2020,Chandigarh,2177,1978,173,346
12-05-2020,Chandigarh,2276,2069,187,360
13-05-2020,Chandigarh,2420,2206,189,376
14-05-2020,Chandigarh,2505,2299,191,380
15-05-2020,Chandigarh,2586,2383,191,382
16-05-2020,Chandigarh,2718,2513,191,382
17-05-2020,Chandigarh,2812,2604,191,382
18-05-2020,Chandigarh,2892,2663,196,387
19-05-2020,Chandigarh,3031,2783,199,395
21-05-2020,Chandigarh,3369,3125,216,415
22-05-2020,Chandigarh,3531,3234,219,435
23-05-2020,Chandigarh,3749,3390,225,444
24-05-2020,Chandigarh,3904,3514,238,463
25-05-2020,Chandigarh,4089,3695,266,504
26-05-2020,Chandigarh,4207,3828,278,544
27-05-2020,Chandigarh,4332,3991,279,557
28-05-2020,Chandigarh,4467,4138,289,568
29-05-2020,Chandigarh,4543,4222,289,578
30-05-2020,Chandigarh,4654,4342,289,578
31-05-2020,Chandigarh,4785,4478,293,582
01-06-2020,Chandigarh,4816,4495,294,587
02-06-2020,Chandigarh,4902,4573,301,595
03-06-2020,Chandigarh,4977,4658,301,602
04-06-2020,Chandigarh,5059,4735,302,603
05-06-2020,Chandigarh,5121,4793,309,611
06-06-2020,Chandigarh,5237,4906,309,618
07-06-2020,Chandigarh,5312,4977,314,623
08-06-2020,Chandigarh,5385,5040,318,632
10-06-2020,Chandigarh,5532,5182,328,646
11-06-2020,Chandigarh,5636,5267,332,660
12-06-2020,Chandigarh,5708,5342,334,666
13-06-2020,Chandigarh,5839,5459,345,679
14-06-2020,Chandigarh,5937,5563,350,695
15-06-2020,Chandigarh,6027,5643,357,707
16-06-2020,Chandigarh,6115,5727,358,715
17-06-2020,Chandigarh,6233,5830,368,726
18-06-2020,Chandigarh,6315,5912,373,741
19-06-2020,Chandigarh,6438,6032,375,748
20-06-2020,Chandigarh,6578,6162,390,765
21-06-2020,Chandigarh,6677,6243,404,794
22-06-2020,Chandigarh,6745,6301,410,814
23-06-2020,Chandigarh,6840,6390,415,825
24-06-2020,Chandigarh,6981,6528,420,835
25-06-2020,Chandigarh,7072,6618,423,843
26-06-2020,Chandigarh,7201,6746,424,847
27-06-2020,Chandigarh,7342,6883,427,851
28-06-2020,Chandigarh,7455,6992,429,856
29-06-2020,Chandigarh,7548,7083,434,863
30-06-2020,Chandigarh,7689,7219,440,874
01-07-2020,Chandigarh,7792,7317,446,886
02-07-2020,Chandigarh,7938,7457,450,896
03-07-2020,Chandigarh,8074,7591,454,904
04-07-2020,Chandigarh,8209,7717,459,913
05-07-2020,Chandigarh,8419,7922,466,925
06-07-2020,Chandigarh,8528,8007,487,953
07-07-2020,Chandigarh,8669,8137,492,979
08-07-2020,Chandigarh,8833,8267,507,999
09-07-2020,Chandigarh,9096,8518,523,1030
10-07-2020,Chandigarh,9253,8672,536,1059
11-07-2020,Chandigarh,9405,8803,549,1085
12-07-2020,Chandigarh,9571,8966,559,1108
13-07-2020,Chandigarh,9722,9094,588,1147
14-07-2020,Chandigarh,9834,9192,600,1188
15-07-2020,Chandigarh,10050,9385,619,1219
16-07-2020,Chandigarh,10244,9560,635,1254
17-07-2020,Chandigarh,10457,9744,660,1295
18-07-2020,Chandigarh,10773,10024,691,1351
19-07-2020,Chandigarh,10959,10180,717,1408
20-07-2020,Chandigarh,11075,10277,739,1456
21-07-2020,Chandigarh,11271,10468,751,1490
22-07-2020,Chandigarh,11547,10719,780,1531
23-07-2020,Chandigarh,11780,10930,800,1580
24-07-2020,Chandigarh,12030,11159,823,1623
25-07-2020,Chandigarh,12358,11450,852,1675
26-07-2020,Chandigarh,12608,11665,887,1739
27-07-2020,Chandigarh,12786,11816,910,1797
28-07-2020,Chandigarh,13069,12076,934,1844
29-07-2020,Chandigarh,13327,12284,978,1912
30-07-2020,Chandigarh,13683,12601,1016,1994
31-07-2020,Chandigarh,13959,12838,1051,2067
01-08-2020,Chandigarh,14239,13090,1079,2130
02-08-2020,Chandigarh,14493,13304,1117,2196
03-08-2020,Chandigarh,14778,13541,1159,2276
04-08-2020,Chandigarh,15116,13833,1206,2365
05-08-2020,Chandigarh,15611,14264,1270,2476
06-08-2020,Chandigarh,16034,14623,1327,2597
07-08-2020,Chandigarh,16596,15138,1374,2701
08-08-2020,Chandigarh,17067,15560,1426,2800
09-08-2020,Chandigarh,17510,15910,1515,2941
10-08-2020,Chandigarh,17928,16246,1595,3110
11-08-2020,Chandigarh,18625,16865,,3110
12-08-2020,Chandigarh,19141,17302,,3110
13-08-2020,Chandigarh,19593,17662,1842,4952
14-08-2020,Chandigarh,20060,18042,1928,6880
15-08-2020,Chandigarh,20520,18419,2009,8889
16-08-2020,Chandigarh,21060,18864,,8889
17-08-2020,Chandigarh,21563,19244,,8889
18-08-2020,Chandigarh,22198,19787,2305,11194
19-08-2020,Chandigarh,22730,20210,,11194
20-08-2020,Chandigarh,23374,20735,,11194
21-08-2020,Chandigarh,24064,21280,,11194
22-08-2020,Chandigarh,24693,21764,,11194
23-08-2020,Chandigarh,25203,22086,,11194
24-08-2020,Chandigarh,25645,22411,,11194
25-08-2020,Chandigarh,26348,22934,,11194
26-08-2020,Chandigarh,27076,23480,,11194
27-08-2020,Chandigarh,27567,23783,,11194
28-08-2020,Chandigarh,28337,24365,,11194
29-08-2020,Chandigarh,29118,24885,,11194
30-08-2020,Chandigarh,29864,25460,,11194
31-08-2020,Chandigarh,30377,25742,,11194
01-09-2020,Chandigarh,31268,26440,,11194
02-09-2020,Chandigarh,32134,27067,,11194
03-09-2020,Chandigarh,33007,27664,,11194
04-09-2020,Chandigarh,33572,28085,,11194
05-09-2020,Chandigarh,34369,28480,,11194
06-09-2020,Chandigarh,35288,29168,,11194
07-09-2020,Chandigarh,36079,29712,,11194
08-09-2020,Chandigarh,37070,30326,,11194
09-09-2020,Chandigarh,41440,34475,,11194
10-09-2020,Chandigarh,43701,36448,,11194
11-09-2020,Chandigarh,45336,37772,,11194
12-09-2020,Chandigarh,47306,39483,,11194
13-09-2020,Chandigarh,49451,41168,,11194
14-09-2020,Chandigarh,51718,43171,,11194
15-09-2020,Chandigarh,54371,45464,,11194
16-09-2020,Chandigarh,56490,47205,,11194
17-09-2020,Chandigarh,57679,48088,,11194
18-09-2020,Chandigarh,58937,49088,,11194
19-09-2020,Chandigarh,60311,50164,,11194
20-09-2020,Chandigarh,62834,52389,,11194
21-09-2020,Chandigarh,64625,53951,,11194
22-09-2020,Chandigarh,67020,56089,,11194
23-09-2020,Chandigarh,68270,57147,,11194
24-09-2020,Chandigarh,69528,58154,,11194
25-09-2020,Chandigarh,71009,59381,,11194
26-09-2020,Chandigarh,72652,60849,,11194
27-09-2020,Chandigarh,74415,62428,,11194
28-09-2020,Chandigarh,75896,63776,,11194
29-09-2020,Chandigarh,76721,64456,,11194
30-09-2020,Chandigarh,77489,65093,,11194
01-10-2020,Chandigarh,78390,65866,,11194
02-10-2020,Chandigarh,79351,66660,,11194
03-10-2020,Chandigarh,80300,67453,,11194
04-10-2020,Chandigarh,81066,68126,,11194
05-10-2020,Chandigarh,81671,68591,,11194
06-10-2020,Chandigarh,82586,69370,,11194
07-10-2020,Chandigarh,83413,70078,,11194
08-10-2020,Chandigarh,84167,70726,,11194
09-10-2020,Chandigarh,85187,71678,,11194
10-10-2020,Chandigarh,86201,72589,,11194
11-10-2020,Chandigarh,87485,73784,,11194
12-10-2020,Chandigarh,88819,75016,,11194
13-10-2020,Chandigarh,89969,76089,,11194
14-10-2020,Chandigarh,91177,77220,,11194
15-10-2020,Chandigarh,92198,78160,,11194
16-10-2020,Chandigarh,93420,79320,,11194
17-10-2020,Chandigarh,94462,80308,,11194
18-10-2020,Chandigarh,95022,80799,,11194
19-10-2020,Chandigarh,95776,81509,,11194
20-10-2020,Chandigarh,96707,82377,,11194
21-10-2020,Chandigarh,97841,83454,,11194
22-10-2020,Chandigarh,98981,84536,,11194
23-10-2020,Chandigarh,100045,85522,,11194
24-10-2020,Chandigarh,100797,86213,,11194
25-10-2020,Chandigarh,101219,86568,,11194
26-10-2020,Chandigarh,101778,87074,,11194
27-10-2020,Chandigarh,102933,88155,,11194
28-10-2020,Chandigarh,104136,89293,,11194
29-10-2020,Chandigarh,105409,90480,,11194
30-10-2020,Chandigarh,106090,91097,,11194
31-10-2020,Chandigarh,107015,91950,,11194
01-11-2020,Chandigarh,107851,92724,,11194
02-11-2020,Chandigarh,108911,93726,,11194
03-11-2020,Chandigarh,110083,94814,,11194
04-11-2020,Chandigarh,110989,95620,,11194
05-11-2020,Chandigarh,112391,96925,,11194
06-11-2020,Chandigarh,113593,97991,,11194
07-11-2020,Chandigarh,114773,99037,,11194
08-11-2020,Chandigarh,115589,99769,,11194
09-11-2020,Chandigarh,116839,100898,,11194
10-11-2020,Chandigarh,118279,102243,,11194
11-11-2020,Chandigarh,119635,103499,,11194
12-11-2020,Chandigarh,120681,104431,,11194
13-11-2020,Chandigarh,121484,105136,,11194
15-11-2020,Chandigarh,122189,105664,,11194
16-11-2020,Chandigarh,123326,106714,,11194
17-11-2020,Chandigarh,124741,107986,,11194
18-11-2020,Chandigarh,126852,109943,,11194
19-11-2020,Chandigarh,128558,111487,,11194
20-11-2020,Chandigarh,130070,112844,,11194
